_id,season,date_code,weekending,region,Total_ILI,Total_Patients_Seen,Percent_ILI,Number_Providers_Reporting
5421,2018-2019,201904,1/26/2019,Central,205,5194,3.95,14
5422,2018-2019,201904,1/26/2019,Lower Southern,1056,33112,3.19,59
5423,2018-2019,201904,1/26/2019,Northern,384,13656,2.81,22
5424,2018-2019,201904,1/26/2019,Upper Southern,67,4660,1.44,21
5425,2018-2019,201905,2/2/2019,Bay Area,919,22423,4.1,32
5426,2018-2019,201905,2/2/2019,California,3012,83378,3.61,148
5427,2018-2019,201905,2/2/2019,Central,219,5396,4.06,13
5428,2018-2019,201905,2/2/2019,Lower Southern,1311,35578,3.68,60
5429,2018-2019,201905,2/2/2019,Northern,473,14183,3.33,22
5430,2018-2019,201905,2/2/2019,Upper Southern,90,5798,1.55,21
5431,2018-2019,201906,2/9/2019,Bay Area,881,20856,4.22,30
5432,2018-2019,201906,2/9/2019,California,3089,81153,3.81,147
5433,2018-2019,201906,2/9/2019,Central,250,5338,4.68,14
5434,2018-2019,201906,2/9/2019,Lower Southern,1348,35665,3.78,61
5435,2018-2019,201906,2/9/2019,Northern,514,14133,3.64,22
5436,2018-2019,201906,2/9/2019,Upper Southern,96,5161,1.86,20
5437,2018-2019,201907,2/16/2019,Bay Area,1055,21098,5,32
5438,2018-2019,201907,2/16/2019,California,3354,78071,4.3,141
5439,2018-2019,201907,2/16/2019,Central,295,5255,5.61,13
5440,2018-2019,201907,2/16/2019,Lower Southern,1430,33515,4.27,58
5441,2018-2019,201907,2/16/2019,Northern,471,13418,3.51,17
5442,2018-2019,201907,2/16/2019,Upper Southern,103,4785,2.15,21
5443,2018-2019,201908,2/23/2019,Bay Area,959,20674,4.64,32
5444,2018-2019,201908,2/23/2019,California,3431,79419,4.32,146
5445,2018-2019,201908,2/23/2019,Central,283,5276,5.36,13
5446,2018-2019,201908,2/23/2019,Lower Southern,1496,33892,4.41,60
5447,2018-2019,201908,2/23/2019,Northern,616,14745,4.18,20
5448,2018-2019,201908,2/23/2019,Upper Southern,77,4832,1.59,21
5449,2018-2019,201909,3/2/2019,Bay Area,1105,22631,4.88,30
5450,2018-2019,201909,3/2/2019,California,3719,85796,4.33,145
5451,2018-2019,201909,3/2/2019,Central,295,5388,5.48,13
5452,2018-2019,201909,3/2/2019,Lower Southern,1602,37336,4.29,59
5453,2018-2019,201909,3/2/2019,Northern,638,14732,4.33,23
5454,2018-2019,201909,3/2/2019,Upper Southern,79,5709,1.38,20
5455,2018-2019,201910,3/9/2019,Bay Area,1033,22478,4.6,29
5456,2018-2019,201910,3/9/2019,California,3600,86031,4.18,144
5457,2018-2019,201910,3/9/2019,Central,297,5307,5.6,14
5458,2018-2019,201910,3/9/2019,Lower Southern,1546,37409,4.13,60
5459,2018-2019,201910,3/9/2019,Northern,634,15228,4.16,20
5460,2018-2019,201910,3/9/2019,Upper Southern,90,5609,1.6,21
5461,2018-2019,201911,3/16/2019,Bay Area,1080,22525,4.79,29
5462,2018-2019,201911,3/16/2019,California,3494,85358,4.09,142
5463,2018-2019,201911,3/16/2019,Central,279,5429,5.14,14
5464,2018-2019,201911,3/16/2019,Lower Southern,1444,36956,3.91,58
5465,2018-2019,201911,3/16/2019,Northern,608,14851,4.09,20
5466,2018-2019,201911,3/16/2019,Upper Southern,83,5597,1.48,21
5467,2018-2019,201912,3/23/2019,Bay Area,1098,22918,4.79,32
5468,2018-2019,201912,3/23/2019,California,3492,84232,4.15,145
5469,2018-2019,201912,3/23/2019,Central,311,5158,6.03,14
5470,2018-2019,201912,3/23/2019,Lower Southern,1395,36717,3.8,59
5471,2018-2019,201912,3/23/2019,Northern,608,14210,4.28,19
5472,2018-2019,201912,3/23/2019,Upper Southern,80,5229,1.53,21
5473,2018-2019,201913,3/30/2019,Bay Area,890,21385,4.16,31
5474,2018-2019,201913,3/30/2019,California,2824,80024,3.53,144
5475,2018-2019,201913,3/30/2019,Central,216,5287,4.09,13
5476,2018-2019,201913,3/30/2019,Lower Southern,1200,35306,3.4,59
5477,2018-2019,201913,3/30/2019,Northern,477,14209,3.36,20
5478,2018-2019,201913,3/30/2019,Upper Southern,41,3837,1.07,21
5479,2018-2019,201914,4/6/2019,Bay Area,792,20220,3.92,31
5480,2018-2019,201914,4/6/2019,California,2472,78643,3.14,142
5481,2018-2019,201914,4/6/2019,Central,195,5184,3.76,14
5482,2018-2019,201914,4/6/2019,Lower Southern,995,34575,2.88,57
5483,2018-2019,201914,4/6/2019,Northern,427,13967,3.06,20
5484,2018-2019,201914,4/6/2019,Upper Southern,63,4697,1.34,20
5485,2018-2019,201915,4/13/2019,Bay Area,744,21909,3.4,31
5486,2018-2019,201915,4/13/2019,California,2102,81783,2.57,140
5487,2018-2019,201915,4/13/2019,Central,170,5141,3.31,13
5488,2018-2019,201915,4/13/2019,Lower Southern,818,35620,2.3,58
5489,2018-2019,201915,4/13/2019,Northern,324,13804,2.35,17
5490,2018-2019,201915,4/13/2019,Upper Southern,46,5309,0.87,21
5491,2018-2019,201916,4/20/2019,Bay Area,702,21554,3.26,27
5492,2018-2019,201916,4/20/2019,California,1849,79542,2.32,130
5493,2018-2019,201916,4/20/2019,Central,129,4995,2.58,13
5494,2018-2019,201916,4/20/2019,Lower Southern,747,34936,2.14,55
5495,2018-2019,201916,4/20/2019,Northern,235,12899,1.82,15
5496,2018-2019,201916,4/20/2019,Upper Southern,36,5158,0.7,20
5497,2018-2019,201917,4/27/2019,Bay Area,633,21981,2.88,30
5498,2018-2019,201917,4/27/2019,California,1699,80393,2.11,140
5499,2018-2019,201917,4/27/2019,Central,120,4743,2.53,14
5500,2018-2019,201917,4/27/2019,Lower Southern,714,34809,2.05,58
5501,2018-2019,201917,4/27/2019,Northern,217,14047,1.54,17
5502,2018-2019,201917,4/27/2019,Upper Southern,15,4813,0.31,21
5503,2018-2019,201918,5/4/2019,Bay Area,619,21468,2.88,31
5504,2018-2019,201918,5/4/2019,California,1325,75303,1.76,120
5505,2018-2019,201918,5/4/2019,Central,90,4668,1.93,10
5506,2018-2019,201918,5/4/2019,Lower Southern,361,30442,1.19,42
5507,2018-2019,201918,5/4/2019,Northern,228,13971,1.63,17
5508,2018-2019,201918,5/4/2019,Upper Southern,27,4754,0.57,20
5509,2018-2019,201919,5/11/2019,Bay Area,680,21333,3.19,29
5510,2018-2019,201919,5/11/2019,California,1323,71757,1.84,116
5511,2018-2019,201919,5/11/2019,Central,98,4412,2.22,10
5512,2018-2019,201919,5/11/2019,Lower Southern,357,29501,1.21,41
5513,2018-2019,201919,5/11/2019,Northern,168,11828,1.42,16
5514,2018-2019,201919,5/11/2019,Upper Southern,20,4683,0.43,20
5515,2018-2019,201920,5/18/2019,Bay Area,602,20644,2.92,30
5516,2018-2019,201920,5/18/2019,California,1129,67000,1.69,112
5517,2018-2019,201920,5/18/2019,Central,80,4468,1.79,10
5518,2018-2019,201920,5/18/2019,Lower Southern,354,29312,1.21,40
5519,2018-2019,201920,5/18/2019,Northern,80,7808,1.02,12
5520,2018-2019,201920,5/18/2019,Upper Southern,13,4768,0.27,20
5521,2018-2019,201921,5/25/2019,Bay Area,564,19880,2.84,27
5522,2018-2019,201921,5/25/2019,California,1159,67217,1.72,106
5523,2018-2019,201921,5/25/2019,Central,85,4301,1.98,9
5524,2018-2019,201921,5/25/2019,Lower Southern,289,28081,1.03,41
5525,2018-2019,201921,5/25/2019,Northern,211,12625,1.67,15
5526,2018-2019,201921,5/25/2019,Upper Southern,10,2330,0.43,14
5527,2018-2019,201922,6/1/2019,Bay Area,562,18750,3,29
5528,2018-2019,201922,6/1/2019,California,1151,65617,1.75,106
5529,2018-2019,201922,6/1/2019,Central,89,4035,2.21,10
5530,2018-2019,201922,6/1/2019,Lower Southern,332,27593,1.2,39
5531,2018-2019,201922,6/1/2019,Northern,167,12961,1.29,15
5532,2018-2019,201922,6/1/2019,Upper Southern,1,2278,0.04,13
5533,2018-2019,201923,6/8/2019,Bay Area,516,19678,2.62,28
5534,2018-2019,201923,6/8/2019,California,1066,66430,1.6,102
5535,2018-2019,201923,6/8/2019,Central,89,4368,2.04,9
5536,2018-2019,201923,6/8/2019,Lower Southern,291,27408,1.06,37
5537,2018-2019,201923,6/8/2019,Northern,162,12727,1.27,14
5538,2018-2019,201923,6/8/2019,Upper Southern,8,2249,0.36,14
5539,2018-2019,201924,6/15/2019,Bay Area,512,19621,2.61,25
5540,2018-2019,201924,6/15/2019,California,1006,68179,1.48,99
5541,2018-2019,201924,6/15/2019,Central,84,4297,1.95,9
5542,2018-2019,201924,6/15/2019,Lower Southern,273,28696,0.95,38
5543,2018-2019,201924,6/15/2019,Northern,133,13391,0.99,15
5544,2018-2019,201924,6/15/2019,Upper Southern,4,2174,0.18,12
5545,2018-2019,201925,6/22/2019,Bay Area,394,18404,2.14,26
5546,2018-2019,201925,6/22/2019,California,820,64212,1.28,102
5547,2018-2019,201925,6/22/2019,Central,60,4134,1.45,9
5548,2018-2019,201925,6/22/2019,Lower Southern,212,27443,0.77,38
5549,2018-2019,201925,6/22/2019,Northern,148,12071,1.23,17
5550,2018-2019,201925,6/22/2019,Upper Southern,6,2160,0.28,12
5551,2018-2019,201926,6/29/2019,Bay Area,374,18030,2.07,25
5552,2018-2019,201926,6/29/2019,California,816,65290,1.25,100
5553,2018-2019,201926,6/29/2019,Central,48,4270,1.12,9
5554,2018-2019,201926,6/29/2019,Lower Southern,237,27263,0.87,38
5555,2018-2019,201926,6/29/2019,Northern,149,13660,1.09,17
5556,2018-2019,201926,6/29/2019,Upper Southern,8,2067,0.39,11
5557,2018-2019,201927,7/6/2019,Bay Area,286,15569,1.84,25
5558,2018-2019,201927,7/6/2019,California,604,55632,1.09,98
5559,2018-2019,201927,7/6/2019,Central,51,3925,1.3,9
5560,2018-2019,201927,7/6/2019,Lower Southern,202,26448,0.76,38
5561,2018-2019,201927,7/6/2019,Northern,62,7780,0.8,13
5562,2018-2019,201927,7/6/2019,Upper Southern,3,1910,0.16,13
5563,2018-2019,201928,7/13/2019,Bay Area,301,17398,1.73,24
5564,2018-2019,201928,7/13/2019,California,576,60520,0.95,98
5565,2018-2019,201928,7/13/2019,Central,49,4348,1.13,10
5566,2018-2019,201928,7/13/2019,Lower Southern,187,28296,0.66,38
5567,2018-2019,201928,7/13/2019,Northern,38,8420,0.45,13
5568,2018-2019,201928,7/13/2019,Upper Southern,1,2058,0.05,13
5569,2018-2019,201929,7/20/2019,Bay Area,317,17619,1.8,24
5570,2018-2019,201929,7/20/2019,California,620,65610,0.94,102
5571,2018-2019,201929,7/20/2019,Central,37,4203,0.88,9
5572,2018-2019,201929,7/20/2019,Lower Southern,168,28294,0.59,39
5573,2018-2019,201929,7/20/2019,Northern,96,13442,0.71,17
5574,2018-2019,201929,7/20/2019,Upper Southern,2,2052,0.1,13
5575,2018-2019,201930,7/27/2019,Bay Area,293,18240,1.61,24
5576,2018-2019,201930,7/27/2019,California,574,66045,0.87,100
5577,2018-2019,201930,7/27/2019,Central,44,4205,1.05,9
5578,2018-2019,201930,7/27/2019,Lower Southern,165,28522,0.58,39
5579,2018-2019,201930,7/27/2019,Northern,69,13252,0.52,17
5580,2018-2019,201930,7/27/2019,Upper Southern,3,1826,0.16,11
5581,2018-2019,201931,8/3/2019,Bay Area,262,17396,1.51,25
5582,2018-2019,201931,8/3/2019,California,539,64938,0.83,101
5583,2018-2019,201931,8/3/2019,Central,44,4144,1.06,8
5584,2018-2019,201931,8/3/2019,Lower Southern,159,28007,0.57,39
5585,2018-2019,201931,8/3/2019,Northern,72,13231,0.54,17
5586,2018-2019,201931,8/3/2019,Upper Southern,2,2160,0.09,12
5587,2018-2019,201932,8/10/2019,Bay Area,332,17235,1.93,23
5588,2018-2019,201932,8/10/2019,California,602,64312,0.94,97
5589,2018-2019,201932,8/10/2019,Central,23,3622,0.64,7
5590,2018-2019,201932,8/10/2019,Lower Southern,166,28420,0.58,39
5591,2018-2019,201932,8/10/2019,Northern,73,12596,0.58,16
5592,2018-2019,201932,8/10/2019,Upper Southern,8,2439,0.33,12
5593,2018-2019,201933,8/17/2019,Bay Area,279,17526,1.59,22
5594,2018-2019,201933,8/17/2019,California,501,60030,0.83,92
5595,2018-2019,201933,8/17/2019,Central,30,4199,0.71,8
5596,2018-2019,201933,8/17/2019,Lower Southern,157,27823,0.56,39
5597,2018-2019,201933,8/17/2019,Northern,32,8194,0.39,12
5598,2018-2019,201933,8/17/2019,Upper Southern,3,2288,0.13,11
5599,2018-2019,201934,8/24/2019,Bay Area,257,18121,1.42,24
5600,2018-2019,201934,8/24/2019,California,611,66446,0.92,99
5601,2018-2019,201934,8/24/2019,Central,50,4941,1.01,9
5602,2018-2019,201934,8/24/2019,Lower Southern,185,28334,0.65,38
5603,2018-2019,201934,8/24/2019,Northern,113,12580,0.9,16
5604,2018-2019,201934,8/24/2019,Upper Southern,6,2470,0.24,12
5605,2018-2019,201935,8/31/2019,Bay Area,337,18173,1.85,22
5606,2018-2019,201935,8/31/2019,California,702,67870,1.03,93
5607,2018-2019,201935,8/31/2019,Central,47,4833,0.97,9
5608,2018-2019,201935,8/31/2019,Lower Southern,215,29421,0.73,37
5609,2018-2019,201935,8/31/2019,Northern,100,12902,0.78,14
5610,2018-2019,201935,8/31/2019,Upper Southern,3,2541,0.12,11
5611,2018-2019,201936,9/7/2019,Bay Area,327,16815,1.94,23
5612,2018-2019,201936,9/7/2019,California,750,65942,1.14,95
5613,2018-2019,201936,9/7/2019,Central,56,4747,1.18,9
5614,2018-2019,201936,9/7/2019,Lower Southern,243,29353,0.83,37
5615,2018-2019,201936,9/7/2019,Northern,119,13311,0.89,15
5616,2018-2019,201936,9/7/2019,Upper Southern,5,1716,0.29,11
5617,2018-2019,201937,9/14/2019,Bay Area,352,19047,1.85,24
5618,2018-2019,201937,9/14/2019,California,794,67733,1.17,93
5619,2018-2019,201937,9/14/2019,Central,53,4264,1.24,7
5620,2018-2019,201937,9/14/2019,Lower Southern,258,29615,0.87,37
5621,2018-2019,201937,9/14/2019,Northern,125,12856,0.97,15
5622,2018-2019,201937,9/14/2019,Upper Southern,6,1951,0.31,10
5623,2018-2019,201938,9/21/2019,Bay Area,334,17020,1.96,21
5624,2018-2019,201938,9/21/2019,California,691,54745,1.26,81
5625,2018-2019,201938,9/21/2019,Central,50,4055,1.23,7
5626,2018-2019,201938,9/21/2019,Lower Southern,293,29753,0.98,36
5627,2018-2019,201938,9/21/2019,Northern,10,2921,0.34,8
5628,2018-2019,201938,9/21/2019,Upper Southern,4,996,0.4,9
5629,2018-2019,201939,9/28/2019,Bay Area,356,17120,2.08,19
5630,2018-2019,201939,9/28/2019,California,704,54183,1.3,74
5631,2018-2019,201939,9/28/2019,Central,51,4492,1.14,7
5632,2018-2019,201939,9/28/2019,Lower Southern,286,29232,0.98,35
5633,2018-2019,201939,9/28/2019,Northern,7,2577,0.27,6
5634,2018-2019,201939,9/28/2019,Upper Southern,4,762,0.52,7
5635,2019-2020,201940,10/5/2019,Bay Area,373,18247,2.04,27
5636,2019-2020,201940,10/5/2019,California,759,55147,1.38,117
5637,2019-2020,201940,10/5/2019,Central,13,1107,1.17,7
5638,2019-2020,201940,10/5/2019,Lower Southern,250,18046,1.39,37
5639,2019-2020,201940,10/5/2019,Northern,102,13950,0.73,25
5640,2019-2020,201940,10/5/2019,Upper Southern,21,3797,0.55,21
5641,2019-2020,201941,10/12/2019,Bay Area,395,18222,2.17,24
5642,2019-2020,201941,10/12/2019,California,808,53204,1.52,113
5643,2019-2020,201941,10/12/2019,Central,12,1270,0.94,7
5644,2019-2020,201941,10/12/2019,Lower Southern,270,18557,1.45,38
5645,2019-2020,201941,10/12/2019,Northern,102,12740,0.8,24
5646,2019-2020,201941,10/12/2019,Upper Southern,29,2415,1.2,20
5647,2019-2020,201942,10/19/2019,Bay Area,490,18530,2.64,27
5648,2019-2020,201942,10/19/2019,California,882,53385,1.65,117
5649,2019-2020,201942,10/19/2019,Central,11,1227,0.9,7
5650,2019-2020,201942,10/19/2019,Lower Southern,257,18252,1.41,39
5651,2019-2020,201942,10/19/2019,Northern,102,11417,0.89,24
5652,2019-2020,201942,10/19/2019,Upper Southern,22,3959,0.56,20
5653,2019-2020,201943,10/26/2019,Bay Area,526,19048,2.76,26
5654,2019-2020,201943,10/26/2019,California,966,55302,1.75,115
5655,2019-2020,201943,10/26/2019,Central,8,1517,0.53,8
5656,2019-2020,201943,10/26/2019,Lower Southern,290,18749,1.55,37
5657,2019-2020,201943,10/26/2019,Northern,120,11695,1.03,25
5658,2019-2020,201943,10/26/2019,Upper Southern,22,4293,0.51,19
5659,2019-2020,201944,11/2/2019,Bay Area,519,17646,2.94,27
5660,2019-2020,201944,11/2/2019,California,987,52985,1.86,118
5661,2019-2020,201944,11/2/2019,Central,14,1182,1.18,9
5662,2019-2020,201944,11/2/2019,Lower Southern,300,17987,1.67,37
5663,2019-2020,201944,11/2/2019,Northern,113,11592,0.97,24
5664,2019-2020,201944,11/2/2019,Upper Southern,41,4578,0.9,21
5665,2019-2020,201945,11/9/2019,Bay Area,618,19061,3.24,27
5666,2019-2020,201945,11/9/2019,California,1230,55920,2.2,122
5667,2019-2020,201945,11/9/2019,Central,25,1813,1.38,11
5668,2019-2020,201945,11/9/2019,Lower Southern,336,18296,1.84,38
5669,2019-2020,201945,11/9/2019,Northern,208,12334,1.69,25
5670,2019-2020,201945,11/9/2019,Upper Southern,43,4416,0.97,21
5671,2019-2020,201946,11/16/2019,Bay Area,658,18617,3.53,28
5672,2019-2020,201946,11/16/2019,California,1452,59257,2.45,123
5673,2019-2020,201946,11/16/2019,Central,15,1118,1.34,9
5674,2019-2020,201946,11/16/2019,Lower Southern,389,18100,2.15,39
5675,2019-2020,201946,11/16/2019,Northern,342,16472,2.08,24
5676,2019-2020,201946,11/16/2019,Upper Southern,48,4950,0.97,23
5677,2019-2020,201947,11/23/2019,Bay Area,635,19434,3.27,26
5678,2019-2020,201947,11/23/2019,California,1498,62597,2.39,120
5679,2019-2020,201947,11/23/2019,Central,11,1226,0.9,9
5680,2019-2020,201947,11/23/2019,Lower Southern,434,18872,2.3,38
5681,2019-2020,201947,11/23/2019,Northern,374,17545,2.13,25
5682,2019-2020,201947,11/23/2019,Upper Southern,44,5520,0.8,22
5683,2019-2020,201948,11/30/2019,Bay Area,490,13864,3.53,26
5684,2019-2020,201948,11/30/2019,California,1177,42580,2.76,120
5685,2019-2020,201948,11/30/2019,Central,0,203,0,10
5686,2019-2020,201948,11/30/2019,Lower Southern,386,14224,2.71,37
5687,2019-2020,201948,11/30/2019,Northern,251,11094,2.26,25
5688,2019-2020,201948,11/30/2019,Upper Southern,50,3195,1.56,22
5689,2019-2020,201949,12/7/2019,Bay Area,643,19834,3.24,28
5690,2019-2020,201949,12/7/2019,California,1683,61091,2.75,123
5691,2019-2020,201949,12/7/2019,Central,10,1168,0.86,10
5692,2019-2020,201949,12/7/2019,Lower Southern,549,18517,2.96,38
5693,2019-2020,201949,12/7/2019,Northern,403,16139,2.5,25
5694,2019-2020,201949,12/7/2019,Upper Southern,78,5433,1.44,22
5695,2019-2020,201950,12/14/2019,Bay Area,677,19011,3.56,26
5696,2019-2020,201950,12/14/2019,California,1640,59327,2.76,120
5697,2019-2020,201950,12/14/2019,Central,23,1502,1.53,11
5698,2019-2020,201950,12/14/2019,Lower Southern,497,17267,2.88,37
5699,2019-2020,201950,12/14/2019,Northern,377,16953,2.22,24
5700,2019-2020,201950,12/14/2019,Upper Southern,66,4594,1.44,22
5701,2019-2020,201951,12/21/2019,Bay Area,732,18071,4.05,25
5702,2019-2020,201951,12/21/2019,California,1810,55884,3.24,122
5703,2019-2020,201951,12/21/2019,Central,4,391,1.02,7
5704,2019-2020,201951,12/21/2019,Lower Southern,545,16687,3.27,42
5705,2019-2020,201951,12/21/2019,Northern,464,17735,2.62,25
5706,2019-2020,201951,12/21/2019,Upper Southern,65,3000,2.17,23
5707,2019-2020,201952,12/28/2019,Bay Area,658,13022,5.05,26
5708,2019-2020,201952,12/28/2019,California,1987,41948,4.74,123
5709,2019-2020,201952,12/28/2019,Central,6,221,2.71,9
5710,2019-2020,201952,12/28/2019,Lower Southern,653,13392,4.88,41
5711,2019-2020,201952,12/28/2019,Northern,601,14012,4.29,24
5712,2019-2020,201952,12/28/2019,Upper Southern,69,1301,5.3,23
5713,2019-2020,202001,1/4/2020,Bay Area,659,11097,5.94,26
5714,2019-2020,202001,1/4/2020,California,2133,43902,4.86,124
5715,2019-2020,202001,1/4/2020,Central,3,425,0.71,10
5716,2019-2020,202001,1/4/2020,Lower Southern,746,14742,5.06,41
5717,2019-2020,202001,1/4/2020,Northern,689,15974,4.31,24
5718,2019-2020,202001,1/4/2020,Upper Southern,36,1664,2.16,23
5719,2019-2020,202002,1/11/2020,Bay Area,895,19045,4.7,26
5720,2019-2020,202002,1/11/2020,California,2518,61231,4.11,124
5721,2019-2020,202002,1/11/2020,Central,31,1441,2.15,11
5722,2019-2020,202002,1/11/2020,Lower Southern,902,18730,4.82,42
5723,2019-2020,202002,1/11/2020,Northern,564,17308,3.26,23
5724,2019-2020,202002,1/11/2020,Upper Southern,126,4707,2.68,22
5725,2019-2020,202003,1/18/2020,Bay Area,790,18183,4.34,22
5726,2019-2020,202003,1/18/2020,California,2661,62193,4.28,121
5727,2019-2020,202003,1/18/2020,Central,30,1612,1.86,10
5728,2019-2020,202003,1/18/2020,Lower Southern,1038,19000,5.46,43
5729,2019-2020,202003,1/18/2020,Northern,588,18332,3.21,25
5730,2019-2020,202003,1/18/2020,Upper Southern,215,5066,4.24,21
5731,2019-2020,202004,1/25/2020,Bay Area,1061,19898,5.33,27
5732,2019-2020,202004,1/25/2020,California,2989,62610,4.77,124
5733,2019-2020,202004,1/25/2020,Central,50,1586,3.15,11
5734,2019-2020,202004,1/25/2020,Lower Southern,971,17990,5.4,41
5735,2019-2020,202004,1/25/2020,Northern,716,17944,3.99,23
5736,2019-2020,202004,1/25/2020,Upper Southern,191,5192,3.68,22
5737,2019-2020,202005,2/1/2020,Bay Area,1169,21356,5.47,27
5738,2019-2020,202005,2/1/2020,California,3227,65957,4.89,125
5739,2019-2020,202005,2/1/2020,Central,51,1878,2.72,11
5740,2019-2020,202005,2/1/2020,Lower Southern,1084,19417,5.58,42
5741,2019-2020,202005,2/1/2020,Northern,746,17487,4.27,24
5742,2019-2020,202005,2/1/2020,Upper Southern,177,5819,3.04,21
5743,2019-2020,202006,2/8/2020,Bay Area,1168,20440,5.71,24
5744,2019-2020,202006,2/8/2020,California,3290,65530,5.02,121
5745,2019-2020,202006,2/8/2020,Central,54,1355,3.99,9
5746,2019-2020,202006,2/8/2020,Lower Southern,1002,19471,5.15,44
5747,2019-2020,202006,2/8/2020,Northern,913,18296,4.99,23
5748,2019-2020,202006,2/8/2020,Upper Southern,153,5968,2.56,21
5749,2019-2020,202007,2/15/2020,Bay Area,1097,19849,5.53,25
5750,2019-2020,202007,2/15/2020,California,2787,58474,4.77,123
5751,2019-2020,202007,2/15/2020,Central,49,1235,3.97,10
5752,2019-2020,202007,2/15/2020,Lower Southern,902,18200,4.96,44
5753,2019-2020,202007,2/15/2020,Northern,581,13887,4.18,24
5754,2019-2020,202007,2/15/2020,Upper Southern,158,5303,2.98,20
5755,2019-2020,202008,2/22/2020,Bay Area,945,18546,5.1,26
5756,2019-2020,202008,2/22/2020,California,2708,60273,4.49,126
5757,2019-2020,202008,2/22/2020,Central,27,1376,1.96,10
5758,2019-2020,202008,2/22/2020,Lower Southern,732,17334,4.22,43
5759,2019-2020,202008,2/22/2020,Northern,870,17788,4.89,25
5760,2019-2020,202008,2/22/2020,Upper Southern,134,5229,2.56,22
5761,2019-2020,202009,2/29/2020,Bay Area,980,19914,4.92,25
5762,2019-2020,202009,2/29/2020,California,2725,64775,4.21,122
5763,2019-2020,202009,2/29/2020,Central,54,1521,3.55,9
5764,2019-2020,202009,2/29/2020,Lower Southern,625,18869,3.31,43
5765,2019-2020,202009,2/29/2020,Northern,939,19068,4.92,25
